32.31,28.92,35.78,31.54,986.93,-7.47,35.43,44.17,-22.47,-120.02
32.13,28.93,35.78,31.16,986.92,-6.62,35.68,43.65,-23.09,-119.47
32.12,28.92,36.32,31.04,986.91,-5.74,35.79,43.11,-24.7,-117.98
32.17,28.91,36.32,31.27,986.94,-4.96,36.11,42.3,-26.48,-116.27
32.17,28.9,36.86,31.44,986.9,-4.38,36.35,41.55,-27.27,-115.49
32.19,28.89,36.32,31.52,986.91,-3.84,36.5,40.97,-27.87,-114.88
32.17,28.9,36.32,30.16,986.95,-3.26,36.69,40.53,-29.37,-113.3
32.15,28.88,35.78,30.99,986.92,-2.93,36.94,40.08,-31.12,-111.37
32.12,28.87,36.32,31.32,986.93,-2.32,37.09,39.41,-31.88,-110.51
32.1,28.88,36.32,31.46,986.89,-1.96,37.05,38.8,-32.45,-109.84
32.13,28.87,35.78,31.56,986.94,-1.66,37.25,38.07,-33.87,-108.09
32.1,28.86,35.78,31.09,986.9,-1.46,37.29,37.54,-35.52,-105.94
32.1,28.87,36.32,31.49,986.93,-1.23,37.34,37.11,-36.23,-104.98
32.17,28.87,36.32,31.06,986.91,-1.09,37.4,36.84,-36.76,-104.23
32.22,28.91,36.86,32.02,986.91,-0.79,37.52,36.23,-38.13,-102.21
32.13,28.94,36.32,31.5,986.95,-0.6,37.58,35.82,-39.61,-99.86
32.06,28.94,36.32,30.99,986.92,-0.25,37.59,35.26,-40.29,-98.71
32.17,28.93,35.78,31.86,986.88,-0.12,37.61,34.97,-40.77,-97.86
32.21,28.93,36.32,31.59,986.88,0.03,37.68,34.42,-41.97,-95.65
32.15,28.91,35.78,31.12,986.89,0.24,37.54,33.94,-43.28,-93.0
32.21,28.89,36.32,31.32,986.88,0.13,37.52,33.86,-43.88,-91.71
32.26,28.9,35.78,31.49,986.89,0.28,37.38,33.03,-44.3,-90.75
32.1,28.91,36.32,31.54,986.89,0.25,37.38,32.73,-45.33,-88.26
32.21,28.96,37.39,30.78,986.93,0.25,37.2,32.56,-46.44,-85.28
32.3,28.99,36.86,31.17,986.87,0.3,36.93,32.35,-46.93,-83.83
